Room ACADMY_AUD
Dept  Coursenum  Class Title                    Day        Start Time  End Time
BIOL  4760-01    MOLECULAR_BIOCHEMISTRY_I        Thursday   10:00AM     11:50AM 
CHEM  4760-01    MOLECULAR_BIOCHEM_I             Thursday   10:00AM     11:50AM 
CHME  4500-01    CHEMICAL_REACTOR_DESIGN         Thursday   12:00PM     01:50PM 
MATH  1010-01    CALCULUS_I                      Thursday   02:00PM     02:50PM 
MATH  1010-02    CALCULUS_I                      Thursday   02:00PM     02:50PM 
MATH  1010-03    CALCULUS_I                      Thursday   02:00PM     02:50PM 
MATH  1010-04    CALCULUS_I                      Thursday   02:00PM     02:50PM 
MATH  1010-05    CALCULUS_I                      Thursday   02:00PM     02:50PM 
MATH  1010-06    CALCULUS_I                      Thursday   02:00PM     02:50PM 
MATH  1010-07    CALCULUS_I                      Thursday   02:00PM     02:50PM 
MATH  1010-08    CALCULUS_I                      Thursday   02:00PM     02:50PM 
MATH  1010-55    CALCULUS_I                      Thursday   02:00PM     02:50PM 
MATH  1010-56    CALCULUS_I                      Thursday   02:00PM     02:50PM 
MATH  1020-17    CALCULUS_II                     Thursday   03:00PM     03:50PM 
MATH  1020-18    CALCULUS_II                     Thursday   03:00PM     03:50PM 
MATH  1020-19    CALCULUS_II                     Thursday   03:00PM     03:50PM 
MATH  1020-20    CALCULUS_II                     Thursday   03:00PM     03:50PM 
MATH  1010-09    CALCULUS_I                      Thursday   04:00PM     04:50PM 
MATH  1010-10    CALCULUS_I                      Thursday   04:00PM     04:50PM 
MATH  1010-11    CALCULUS_I                      Thursday   04:00PM     04:50PM 
MATH  1010-12    CALCULUS_I                      Thursday   04:00PM     04:50PM 
MATH  1010-13    CALCULUS_I                      Thursday   04:00PM     04:50PM 
MATH  1010-14    CALCULUS_I                      Thursday   04:00PM     04:50PM 
MATH  1010-15    CALCULUS_I                      Thursday   04:00PM     04:50PM 
MATH  1010-16    CALCULUS_I                      Thursday   04:00PM     04:50PM 
MATH  1010-53    CALCULUS_I                      Thursday   04:00PM     04:50PM 
MATH  1010-54    CALCULUS_I                      Thursday   04:00PM     04:50PM 
ECSE  2410-01    SIGNALS_&_SYSTEMS               Friday     08:30AM     09:50AM 
ENGR  1100-07    INTRO_TO_ENGR_ANALYSIS          Friday     10:00AM     11:50AM 
CIVL  4240-01    INTRO_TO_FINITE_ELEMENTS        Friday     12:00PM     01:50PM 
MANE  4240-01    INTRO_TO_FINITE_ELEMENTS        Friday     12:00PM     01:50PM 
MATH  2400-17    INTRO_DIFFERENTIAL_EQUATIONS    Friday     02:00PM     03:20PM 
MATH  2400-18    INTRO_DIFFERENTIAL_EQUATIONS    Friday     02:00PM     03:20PM 
MATH  2400-19    INTRO_DIFFERENTIAL_EQUATIONS    Friday     02:00PM     03:20PM 
MATH  2400-20    INTRO_DIFFERENTIAL_EQUATIONS    Friday     02:00PM     03:20PM 
111 entries

Room DARRIN_337
Dept  Coursenum  Class Title                     Day        Start Time  End Time
----  ---------  ------------------------------  ---------  ----------  --------
BMED  4420-01    CLINICAL_ORTHOPAEDICS_&_RESRCH  Monday     09:00AM     09:50AM 
BMED  6420-01    CLINICAL_ORTHOPAEDICS_&_RESRCH  Monday     09:00AM     09:50AM 
CSCI  4800-01    NUMERICAL_COMPUTING             Monday     10:00AM     11:50AM 
MATH  4800-01    NUMERICAL_COMPUTING             Monday     10:00AM     11:50AM 
MATH  4700-01    FOUNDATIONS_OF_APPLIED_MATH     Monday     12:00PM     01:50PM 
ENGR  1100-05    INTRO_TO_ENGR_ANALYSIS          Monday     02:00PM     03:50PM 
IHSS  1964-01    ARE_HUMANS_RATIONAL?            Monday     04:00PM     05:50PM 
ENGR  1100-06    INTRO_TO_ENGR_ANALYSIS          Tuesday    08:00AM     09:50AM 
CSCI  4390-01    DATA_MINING                     Tuesday    10:00AM     11:50AM 
CSCI  6390-01    DATA_MINING                     Tuesday    10:00AM     11:50AM 
MATH  4100-01    LINEAR_ALGEBRA                  Tuesday    12:00PM     01:50PM 
MATH  4100-02    LINEAR_ALGEBRA                  Tuesday    12:00PM     01:50PM 
CIVL  2030-01    INTRO_TRANSPORTATION_ENG        Tuesday    02:00PM     03:50PM 
MGMT  6520-01    FINANCIAL_MODELING              Tuesday    06:00PM     08:50PM 
BMED  4420-01    CLINICAL_ORTHOPAEDICS_&_RESRCH  Wednesday  08:00AM     09:50AM 
BMED  6420-01    CLINICAL_ORTHOPAEDICS_&_RESRCH  Wednesday  08:00AM     09:50AM 
CHEM  1600-02    MATERIALS_SCIENCE               Wednesday  01:00PM     01:50PM 
ENGR  1600-02    MATERIALS_SCIENCE_FOR_ENGINEER  Wednesday  01:00PM     01:50PM 
ISCI  1600-02    MATERIALS_SCIENCE               Wednesday  01:00PM     01:50PM 
PHYS  1600-02    MATERIALS_SCIENCE               Wednesday  01:00PM     01:50PM 
BMED  4420-01    CLINICAL_ORTHOPAEDICS_&_RESRCH  Thursday   09:00AM     09:50AM 
BMED  6420-01    CLINICAL_ORTHOPAEDICS_&_RESRCH  Thursday   09:00AM     09:50AM 
CSCI  4800-01    NUMERICAL_COMPUTING             Thursday   10:00AM     11:50AM 
MATH  4800-01    NUMERICAL_COMPUTING             Thursday   10:00AM     11:50AM 
MATH  4700-01    FOUNDATIONS_OF_APPLIED_MATH     Thursday   12:00PM     01:50PM 
ENGR  1100-05    INTRO_TO_ENGR_ANALYSIS          Thursday   02:00PM     03:50PM 
IHSS  1964-01    ARE_HUMANS_RATIONAL?            Thursday   04:00PM     05:50PM 
CSCI  1100-13    COMPUTER_SCIENCE_I              Thursday   06:00PM     07:50PM 
CSCI  1100-14    COMPUTER_SCIENCE_I              Thursday   06:00PM     07:50PM 
CSCI  1100-15    COMPUTER_SCIENCE_I              Thursday   06:00PM     07:50PM 
ENGR  1100-06    INTRO_TO_ENGR_ANALYSIS          Friday     08:00AM     09:50AM 
CSCI  4390-01    DATA_MINING                     Friday     10:00AM     11:50AM 
CSCI  6390-01    DATA_MINING                     Friday     10:00AM     11:50AM 
MATH  4100-01    LINEAR_ALGEBRA                  Friday     12:00PM     01:50PM 
MATH  4100-02    LINEAR_ALGEBRA                  Friday     12:00PM     01:50PM 
CIVL  2030-01    INTRO_TRANSPORTATION_ENG        Friday     02:00PM     03:50PM 
36 entries

Room DNASN_130
Dept  Coursenum  Class Title        Day       Start Time  End Time
----  ---------  -----------------  --------  ----------  --------
WRIT  2110-02    STRATEGIC_WRITING  Monday    10:00AM     11:50AM 
WRIT  2110-04    STRATEGIC_WRITING  Monday    10:00AM     11:50AM 
WRIT  2110-01    STRATEGIC_WRITING  Monday    12:00PM     01:50PM 
WRIT  2110-03    STRATEGIC_WRITING  Monday    12:00PM     01:50PM 
IHSS  1110-01    NATURE/SOCIETY     Tuesday   02:00PM     03:50PM 
IHSS  1110-02    NATURE/SOCIETY     Tuesday   02:00PM     03:50PM 
WRIT  2110-02    STRATEGIC_WRITING  Thursday  10:00AM     11:50AM 
WRIT  2110-04    STRATEGIC_WRITING  Thursday  10:00AM     11:50AM 
WRIT  2110-01    STRATEGIC_WRITING  Thursday  12:00PM     01:50PM 
WRIT  2110-03    STRATEGIC_WRITING  Thursday  12:00PM     01:50PM 
IHSS  1110-01    NATURE/SOCIETY     Friday    02:00PM     04:50PM 
IHSS  1110-02    NATURE/SOCIETY     Friday    02:00PM     04:50PM 
12 entries

Room EATON_214
Dept  Coursenum  Class Title                     Day        Start Time  End Time
----  ---------  ------------------------------  ---------  ----------  --------
MATH  2400-01    INTRO_DIFFERENTIAL_EQUATIONS    Monday     09:00AM     09:50AM 
MATH  2400-02    INTRO_DIFFERENTIAL_EQUATIONS    Monday     09:00AM     09:50AM 
MATH  2400-03    INTRO_DIFFERENTIAL_EQUATIONS    Monday     09:00AM     09:50AM 
MATH  2400-04    INTRO_DIFFERENTIAL_EQUATIONS    Monday     09:00AM     09:50AM 
PHIL  4240-01    ETHICS                          Monday     10:00AM     11:50AM 
MATH  2400-13    INTRO_DIFFERENTIAL_EQUATIONS    Monday     12:00PM     01:20PM 
MATH  2400-14    INTRO_DIFFERENTIAL_EQUATIONS    Monday     12:00PM     01:20PM 
MATH  2400-15    INTRO_DIFFERENTIAL_EQUATIONS    Monday     12:00PM     01:20PM 
MATH  2400-16    INTRO_DIFFERENTIAL_EQUATIONS    Monday     12:00PM     01:20PM 
MATH  2010-05    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Monday     02:00PM     03:20PM 
MATH  2010-06    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Monday     02:00PM     03:20PM 
MATH  2010-07    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Monday     02:00PM     03:20PM 
MATH  2010-08    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Monday     02:00PM     03:20PM 
MATH  1010-17    CALCULUS_I                      Tuesday    10:00AM     11:20AM 
MATH  1010-18    CALCULUS_I                      Tuesday    10:00AM     11:20AM 
MATH  1010-19    CALCULUS_I                      Tuesday    10:00AM     11:20AM 
MATH  1010-20    CALCULUS_I                      Tuesday    10:00AM     11:20AM 
MATH  1010-21    CALCULUS_I                      Tuesday    10:00AM     11:20AM 
MATH  1010-22    CALCULUS_I                      Tuesday    10:00AM     11:20AM 
MATH  1010-23    CALCULUS_I                      Tuesday    10:00AM     11:20AM 
MATH  1010-24    CALCULUS_I                      Tuesday    10:00AM     11:20AM 
MATH  1010-25    CALCULUS_I                      Tuesday    12:00PM     01:20PM 
MATH  1010-26    CALCULUS_I                      Tuesday    12:00PM     01:20PM 
MATH  1010-27    CALCULUS_I                      Tuesday    12:00PM     01:20PM 
MATH  1010-28    CALCULUS_I                      Tuesday    12:00PM     01:20PM 
MATH  1010-29    CALCULUS_I                      Tuesday    12:00PM     01:20PM 
MATH  1010-30    CALCULUS_I                      Tuesday    12:00PM     01:20PM 
MATH  1010-31    CALCULUS_I                      Tuesday    12:00PM     01:20PM 
MATH  1010-32    CALCULUS_I                      Tuesday    12:00PM     01:20PM 
MATH  1010-49    CALCULUS_I                      Tuesday    12:00PM     01:20PM 
MATH  1010-50    CALCULUS_I                      Tuesday    12:00PM     01:20PM 
MATH  2010-01    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Tuesday    02:00PM     03:20PM 
MATH  2010-02    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Tuesday    02:00PM     03:20PM 
MATH  2010-03    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Tuesday    02:00PM     03:20PM 
MATH  2010-04    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Tuesday    02:00PM     03:20PM 
MATH  2400-01    INTRO_DIFFERENTIAL_EQUATIONS    Wednesday  09:00AM     09:50AM 
MATH  2400-02    INTRO_DIFFERENTIAL_EQUATIONS    Wednesday  09:00AM     09:50AM 
MATH  2400-03    INTRO_DIFFERENTIAL_EQUATIONS    Wednesday  09:00AM     09:50AM 
MATH  2400-04    INTRO_DIFFERENTIAL_EQUATIONS    Wednesday  09:00AM     09:50AM 
MATH  2400-01    INTRO_DIFFERENTIAL_EQUATIONS    Thursday   09:00AM     09:50AM 
MATH  2400-02    INTRO_DIFFERENTIAL_EQUATIONS    Thursday   09:00AM     09:50AM 
MATH  2400-03    INTRO_DIFFERENTIAL_EQUATIONS    Thursday   09:00AM     09:50AM 
MATH  2400-04    INTRO_DIFFERENTIAL_EQUATIONS    Thursday   09:00AM     09:50AM 
PHIL  4240-01    ETHICS                          Thursday   10:00AM     11:50AM 
MATH  2400-13    INTRO_DIFFERENTIAL_EQUATIONS    Thursday   12:00PM     01:20PM 
MATH  2400-14    INTRO_DIFFERENTIAL_EQUATIONS    Thursday   12:00PM     01:20PM 
MATH  2400-15    INTRO_DIFFERENTIAL_EQUATIONS    Thursday   12:00PM     01:20PM 
MATH  2400-16    INTRO_DIFFERENTIAL_EQUATIONS    Thursday   12:00PM     01:20PM 
MATH  2010-05    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Thursday   02:00PM     03:20PM 
MATH  2010-06    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Thursday   02:00PM     03:20PM 
MATH  2010-07    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Thursday   02:00PM     03:20PM 
MATH  2010-08    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Thursday   02:00PM     03:20PM 
MATH  1010-17    CALCULUS_I                      Friday     10:00AM     11:20AM 
MATH  1010-18    CALCULUS_I                      Friday     10:00AM     11:20AM 
MATH  1010-19    CALCULUS_I                      Friday     10:00AM     11:20AM 
MATH  1010-20    CALCULUS_I                      Friday     10:00AM     11:20AM 
MATH  1010-21    CALCULUS_I                      Friday     10:00AM     11:20AM 
MATH  1010-22    CALCULUS_I                      Friday     10:00AM     11:20AM 
MATH  1010-23    CALCULUS_I                      Friday     10:00AM     11:20AM 
MATH  1010-24    CALCULUS_I                      Friday     10:00AM     11:20AM 
MATH  1010-25    CALCULUS_I                      Friday     12:00PM     01:20PM 
MATH  1010-26    CALCULUS_I                      Friday     12:00PM     01:20PM 
MATH  1010-27    CALCULUS_I                      Friday     12:00PM     01:20PM 
MATH  1010-28    CALCULUS_I                      Friday     12:00PM     01:20PM 
MATH  1010-29    CALCULUS_I                      Friday     12:00PM     01:20PM 
MATH  1010-30    CALCULUS_I                      Friday     12:00PM     01:20PM 
MATH  1010-31    CALCULUS_I                      Friday     12:00PM     01:20PM 
MATH  1010-32    CALCULUS_I                      Friday     12:00PM     01:20PM 
MATH  1010-49    CALCULUS_I                      Friday     12:00PM     01:20PM 
MATH  1010-50    CALCULUS_I                      Friday     12:00PM     01:20PM 
MATH  2010-01    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Friday     02:00PM     03:20PM 
MATH  2010-02    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Friday     02:00PM     03:20PM 
MATH  2010-03    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Friday     02:00PM     03:20PM 
MATH  2010-04    MULTIVAR_CALC_&_MATRIX_ALGEBRA  Friday     02:00PM     03:20PM 
74 entries

Room EATON_215
Dept  Coursenum  Class Title                     Day        Start Time  End Time
----  ---------  ------------------------------  ---------  ----------  --------
MATH  1500-01    CALC_I_FOR_ARCH,_MGMT_&__HASS   Monday     08:00AM     08:50AM 
MATH  1500-02    CALC_I_FOR_ARCH,_MGMT_&_HASS    Monday     09:00AM     09:50AM 
BMED  4540-01    BIOMECHANICS_II                 Monday     10:00AM     11:50AM 
STSS  2510-01    CULTURAL_ANTHROPOLOGY           Monday     12:00PM     01:50PM 
CSCI  4969-01    NETWORKING_IN_THE_LINUX_KERNEL  Monday     04:00PM     05:50PM 
CSCI  6966-01    NETWORKING_IN_THE_LINUX_KERNEL  Monday     04:00PM     05:50PM 
ITWS  1100-01    INTRO_TO_IT_&_WEB_SCIENCE       Monday     06:00PM     07:50PM 
ITWS  1100-02    INTRO_TO_IT_&_WEB_SCIENCE       Monday     06:00PM     07:50PM 
MATH  1010-09    CALCULUS_I                      Tuesday    08:00AM     08:50AM 
MATH  1010-10    CALCULUS_I                      Tuesday    08:00AM     08:50AM 
MATH  1010-07    CALCULUS_I                      Tuesday    09:00AM     09:50AM 
MATH  1010-36    CALCULUS_I                      Tuesday    10:00AM     10:50AM 
CHEM  4530-01    MODERN_TECHNIQUES_IN_CHEMISTRY  Tuesday    11:00AM     11:50AM 
CHEM  4530-02    MODERN_TECHNIQUES_IN_CHEMISTRY  Tuesday    11:00AM     11:50AM 
CHEM  4530-03    MODERN_TECHNIQUES_IN_CHEMISTRY  Tuesday    11:00AM     11:50AM 
CHEM  2110-01    EQUILIBRIUM_CHEM_AND_QUANT_ANL  Tuesday    12:00PM     12:50PM 
ECSE  2660-01    COMP_ARCHITECTURE_&_NETWORKS    Tuesday    02:00PM     03:50PM 
CSCI  6969-01    GRADUATE_SKILLS                 Wednesday  10:00AM     10:50AM 
CSCI  6969-02    GRADUATE_SKILLS                 Wednesday  10:00AM     10:50AM 
CHEM  4530-01    MODERN_TECHNIQUES_IN_CHEMISTRY  Wednesday  11:00AM     11:50AM 
CHEM  4530-02    MODERN_TECHNIQUES_IN_CHEMISTRY  Wednesday  11:00AM     11:50AM 
CHEM  4530-03    MODERN_TECHNIQUES_IN_CHEMISTRY  Wednesday  11:00AM     11:50AM 
CHEM  2110-01    EQUILIBRIUM_CHEM_AND_QUANT_ANL  Wednesday  12:00PM     12:50PM 
CSCI  1100-08    COMPUTER_SCIENCE_I              Wednesday  02:00PM     03:50PM 
BMED  4540-01    BIOMECHANICS_II                 Thursday   10:00AM     11:50AM 
STSS  2510-01    CULTURAL_ANTHROPOLOGY           Thursday   12:00PM     01:50PM 
CSCI  4969-01    NETWORKING_IN_THE_LINUX_KERNEL  Thursday   04:00PM     05:50PM 
CSCI  6966-01    NETWORKING_IN_THE_LINUX_KERNEL  Thursday   04:00PM     05:50PM 
MATH  1010-11    CALCULUS_I                      Friday     08:00AM     08:50AM 
MATH  1010-12    CALCULUS_I                      Friday     08:00AM     08:50AM 
MATH  1010-15    CALCULUS_I                      Friday     09:00AM     09:50AM 
MATH  1010-16    CALCULUS_I                      Friday     09:00AM     09:50AM 
CHEM  4530-01    MODERN_TECHNIQUES_IN_CHEMISTRY  Friday     11:00AM     11:50AM 
CHEM  4530-02    MODERN_TECHNIQUES_IN_CHEMISTRY  Friday     11:00AM     11:50AM 
CHEM  4530-03    MODERN_TECHNIQUES_IN_CHEMISTRY  Friday     11:00AM     11:50AM 
CHEM  2110-01    EQUILIBRIUM_CHEM_AND_QUANT_ANL  Friday     12:00PM     12:50PM 
ECSE  2660-01    COMP_ARCHITECTURE_&_NETWORKS    Friday     02:00PM     03:50PM 
37 entries

Room EATON_216
Dept  Coursenum  Class Title                    Day        Start Time  End Time
----  ---------  -----------------------------  ---------  ----------  --------
MATH  1010-29    CALCULUS_I                     Monday     08:00AM     08:50AM 
MATH  1010-30    CALCULUS_I                     Monday     08:00AM     08:50AM 
MATH  1010-25    CALCULUS_I                     Monday     09:00AM     09:50AM 
MATH  1010-26    CALCULUS_I                     Monday     09:00AM     09:50AM 
MATH  1020-05    CALCULUS_II                    Monday     10:00AM     10:50AM 
MATH  1020-07    CALCULUS_II                    Monday     11:00AM     11:50AM 
CIVL  6450-01    STRUCTURAL_DYNAMICS            Monday     12:00PM     01:50PM 
MATH  1010-41    CALCULUS_I                     Tuesday    08:00AM     08:50AM 
MATH  1010-42    CALCULUS_I                     Tuesday    08:00AM     08:50AM 
MATH  1010-43    CALCULUS_I                     Tuesday    09:00AM     09:50AM 
MATH  1010-44    CALCULUS_I                     Tuesday    09:00AM     09:50AM 
CSCI  1100-20    COMPUTER_SCIENCE_I             Tuesday    10:00AM     11:50AM 
MGMT  4850-01    ORG_BEHAVIOR_IN_HIGH_PERF_ORG  Tuesday    12:00PM     01:50PM 
MGMT  4850-02    ORG_BEHAVIOR_IN_HIGH_PERF_ORG  Tuesday    02:00PM     03:50PM 
MATH  1010-15    CALCULUS_I                     Wednesday  10:00AM     10:50AM 
MATH  1010-54    CALCULUS_I                     Wednesday  10:00AM     10:50AM 
MATH  1010-56    CALCULUS_I                     Wednesday  10:00AM     10:50AM 
MATH  1010-18    CALCULUS_I                     Wednesday  02:00PM     02:50PM 
MATH  1010-20    CALCULUS_I                     Wednesday  02:00PM     02:50PM 
MATH  1010-22    CALCULUS_I                     Wednesday  02:00PM     02:50PM 
MATH  1010-24    CALCULUS_I                     Wednesday  02:00PM     02:50PM 
MATH  6950-01    TEACHING_SEMINAR_FOR_TA'S      Wednesday  04:00PM     04:50PM 
CSCI  2300-01    INTRODUCTION_TO_ALGORITHMS     Wednesday  06:00PM     07:50PM 
MATH  1010-31    CALCULUS_I                     Thursday   08:00AM     08:50AM 
MATH  1010-32    CALCULUS_I                     Thursday   08:00AM     08:50AM 
MATH  1010-27    CALCULUS_I                     Thursday   09:00AM     09:50AM 
MATH  1010-28    CALCULUS_I                     Thursday   09:00AM     09:50AM 
MATH  1020-06    CALCULUS_II                    Thursday   10:00AM     10:50AM 
MATH  1020-08    CALCULUS_II                    Thursday   11:00AM     11:50AM 
CIVL  6450-01    STRUCTURAL_DYNAMICS            Thursday   12:00PM     01:50PM 
MGMT  6510-01    FINANCIAL_COMPUTATION          Thursday   03:00PM     05:50PM 
MATH  1010-45    CALCULUS_I                     Friday     08:00AM     08:50AM 
MATH  1010-46    CALCULUS_I                     Friday     08:00AM     08:50AM 
MATH  1010-47    CALCULUS_I                     Friday     09:00AM     09:50AM 
MATH  1010-48    CALCULUS_I                     Friday     09:00AM     09:50AM 
MGMT  4850-01    ORG_BEHAVIOR_IN_HIGH_PERF_ORG  Friday     12:00PM     01:50PM 
MGMT  4850-02    ORG_BEHAVIOR_IN_HIGH_PERF_ORG  Friday     02:00PM     03:50PM 
37 entries

Room EATON_217
Dept  Coursenum  Class Title                  Day        Start Time  End Time
----  ---------  ---------------------------  ---------  ----------  --------
ITWS  4961-01    DATA_ANALYTICS_RESEARCH_LAB  Wednesday  09:00AM     11:50AM 
MATH  4961-01    DATA_ANALYTICS_RESEARCH_LAB  Wednesday  09:00AM     11:50AM 
ITWS  6961-01    DATA_ANALYTICS_RESEARCH_LAB  Wednesday  09:00AM     11:50AM 
MATH  6961-01    DATA_ANALYTICS_RESEARCH_LAB  Wednesday  09:00AM     11:50AM 
ITWS  4961-01    DATA_ANALYTICS_RESEARCH_LAB  Thursday   09:00AM     09:50AM 
MATH  4961-01    DATA_ANALYTICS_RESEARCH_LAB  Thursday   09:00AM     09:50AM 
ITWS  6961-01    DATA_ANALYTICS_RESEARCH_LAB  Thursday   09:00AM     09:50AM 
MATH  6961-01    DATA_ANALYTICS_RESEARCH_LAB  Thursday   09:00AM     09:50AM 
8 entries

Room GREENE_
Dept  Coursenum  Class Title                     Day       Start Time  End Time
----  ---------  ------------------------------  --------  ----------  --------
ARCH  4969-01    UPFOLDING_TOPOLOGY              Monday    10:00AM     11:50AM 
ARCH  6810-01    RESEARCH_DESIGN_SEMINAR         Thursday  12:00PM     01:50PM 
ARCH  4910-02    FINAL_PROJECT_DESIGN_RESCH_SEM  Friday    01:00PM     03:50PM 
3 entries

Room GREENE_120
Dept  Coursenum  Class Title                     Day        Start Time  End Time
----  ---------  ------------------------------  ---------  ----------  --------
CSCI  4230-01    CRYPT_&_NETWORK_SECURITY_I      Monday     10:00AM     11:50AM 
CSCI  6230-01    CRYPT_AND_NETWORK_SECURITY_I    Monday     10:00AM     11:50AM 
BIOL  6900-01    SEMINAR_IN_BIOLOGY              Monday     12:00PM     12:50PM 
ARCH  4830-01    INTEGRATED_DESIGN_DEV_STUDIO    Monday     02:00PM     05:50PM 
ARCH  4961-01    VEIL_&_BEAM:_ARCH_OF_ESPIONAGE  Monday     07:00PM     09:50PM 
PSYC  4200-01    ORGANIZATIONAL_PSYCHOLOGY       Tuesday    10:00AM     11:50AM 
PSYC  4200-02    ORGANIZATIONAL_PSYCHOLOGY       Tuesday    10:00AM     11:50AM 
ECSE  2110-01    ELECTRICAL_ENERGY_SYSTEMS       Tuesday    12:00PM     01:20PM 
WRIT  2110-07    STRATEGIC_WRITING               Tuesday    02:00PM     03:50PM 
ARCH  4550-01    PROFESSIONAL_PRACTICE_2         Tuesday    06:00PM     07:50PM 
MATH  4950-02    SENIOR_RESEARCH                 Wednesday  09:00AM     11:50AM 
ARCH  4020-01    BEDFORD_SEMINAR                 Wednesday  12:00PM     01:50PM 
CIVL  4020-01    BEDFORD_SEMINAR                 Wednesday  12:00PM     01:50PM 
ARCH  4830-01    INTEGRATED_DESIGN_DEV_STUDIO    Wednesday  02:00PM     05:50PM 
CSCI  4230-01    CRYPT_&_NETWORK_SECURITY_I      Thursday   10:00AM     11:50AM 
CSCI  6230-01    CRYPT_AND_NETWORK_SECURITY_I    Thursday   10:00AM     11:50AM 
ARCH  4965-01    SCULPTING_THE_INTANGIBLE        Thursday   12:00PM     01:50PM 
ARCH  4830-01    INTEGRATED_DESIGN_DEV_STUDIO    Thursday   02:00PM     05:50PM 
PSYC  4200-01    ORGANIZATIONAL_PSYCHOLOGY       Friday     10:00AM     11:50AM 
PSYC  4200-02    ORGANIZATIONAL_PSYCHOLOGY       Friday     10:00AM     11:50AM 
ECSE  2110-01    ELECTRICAL_ENERGY_SYSTEMS       Friday     12:00PM     01:20PM 
WRIT  2110-07    STRATEGIC_WRITING               Friday     02:00PM     03:50PM 
22 entries

Room GREENE_204
Dept  Coursenum  Class Title                     Day       Start Time  End Time
----  ---------  ------------------------------  --------  ----------  --------
ARCH  6870-01    SONICS_RESEARCH_LAB_1           Monday    10:00AM     11:20AM 
ARCH  4971-01    INDEFINITE_FORM                 Monday    12:00PM     01:50PM 
ARCH  4860-01    APPLIED_PSYCHOACOUSTICS         Tuesday   09:00AM     11:50AM 
ARCH  6860-01    APPLIED_PSYCHOACOUSTICS         Tuesday   09:00AM     11:50AM 
ARCH  6870-01    SONICS_RESEARCH_LAB_1           Thursday  10:00AM     11:20AM 
ARCH  4510-01    CONSTRUCTION_INDUST_SEMR        Thursday  12:00PM     01:50PM 
ARCH  4910-03    FINAL_PROJECT_DESIGN_RESCH_SEM  Friday    01:00PM     03:50PM 
7 entries

Room GREENE_STU
Dept  Coursenum  Class Title                     Day        Start Time  End Time
----  ---------  ------------------------------  ---------  ----------  --------
ARCH  2800-01    ARCHITECTURAL_DESIGN_STUDIO_1   Monday     02:00PM     05:50PM 
ARCH  2800-02    ARCHITECTURAL_DESIGN_STUDIO_1   Monday     02:00PM     05:50PM 
ARCH  2800-03    ARCHITECTURAL_DESIGN_STUDIO_1   Monday     02:00PM     05:50PM 
ARCH  2800-04    ARCHITECTURAL_DESIGN_STUDIO_1   Monday     02:00PM     05:50PM 
ARCH  2800-05    ARCHITECTURAL_DESIGN_STUDIO_1   Monday     02:00PM     05:50PM 
ARCH  2800-06    ARCHITECTURAL_DESIGN_STUDIO_1   Monday     02:00PM     05:50PM 
ARCH  2820-01    ARCHITECTURAL_DESIGN_STUDIO_3   Monday     02:00PM     05:50PM 
ARCH  2820-02    ARCHITECTURAL_DESIGN_STUDIO_3   Monday     02:00PM     05:50PM 
ARCH  2820-03    ARCHITECTURAL_DESIGN_STUDIO_3   Monday     02:00PM     05:50PM 
ARCH  2820-04    ARCHITECTURAL_DESIGN_STUDIO_3   Monday     02:00PM     05:50PM 
ARCH  2820-05    ARCHITECTURAL_DESIGN_STUDIO_3   Monday     02:00PM     05:50PM 
ARCH  2860-01    BUILDING_PERFORMANCE_STUDIO_2   Monday     02:00PM     05:50PM 
ARCH  4770-01    ARCHITECTURAL_DESIGN_STUDIO_5   Monday     02:00PM     05:50PM 
ARCH  4770-02    ARCHITECTURAL_DESIGN_STUDIO_5   Monday     02:00PM     05:50PM 
ARCH  4770-03    ARCHITECTURAL_DESIGN_STUDIO_5   Monday     02:00PM     05:50PM 
ARCH  4770-04    ARCHITECTURAL_DESIGN_STUDIO_5   Monday     02:00PM     05:50PM 
ARCH  4770-05    ARCHITECTURAL_DESIGN_STUDIO_5   Monday     02:00PM     05:50PM 
ARCH  4770-06    ARCHITECTURAL_DESIGN_STUDIO_5   Monday     02:00PM     05:50PM 
ARCH  4780-01    ARCHITECTURAL_DESIGN_STUDIO_6   Monday     02:00PM     05:50PM 
ARCH  4780-02    ARCHITECTURAL_DESIGN_STUDIO_6   Monday     02:00PM     05:50PM 
ARCH  4780-03    ARCHITECTURAL_DESIGN_STUDIO_6   Monday     02:00PM     05:50PM 
ARCH  4780-04    ARCHITECTURAL_DESIGN_STUDIO_6   Monday     02:00PM     05:50PM 
ARCH  4780-05    ARCHITECTURAL_DESIGN_STUDIO_6   Monday     02:00PM     05:50PM 
